"","x"
"5087",0
"5088",0
"5089",1
"5090",0
"5091",0
"5092",0
"5093",0
"5094",0
"5095",0
"5096",0
"5097",0
"5098",0
"5099",1
"5100",1
"5101",0
"5102",0
"5103",0
"5104",0
"5105",0
"5106",0
"5107",0
"5108",1
"5109",0
"5110",0
"5111",0
"5112",0
"5113",0
"5114",0
"5115",0
"5116",0
"5117",0
"5118",0
"5119",1
"5120",0
"5121",0
"5122",0
"5123",1
"5124",0
"5125",0
"5126",0
"5127",1
"5128",0
"5129",0
"5130",0
"5131",1
"5132",0
"5133",0
"5134",0
"5135",NA
"5136",0
"5137",0
"5138",1
"5139",0
"5140",0
"5141",0
"5142",0
"5143",0
"5144",0
"5145",NA
"5146",1
"5147",0
"5148",0
"5149",1
"5150",0
"5151",0
"5152",1
"5153",0
"5154",0
"5155",0
"5156",NA
"5157",0
"5158",0
"5159",NA
"5160",1
"5161",0
"5162",NA
"5163",0
"5164",NA
"5165",NA
"5166",NA
"5167",0
"5168",NA
"5169",0
"5170",0
"5171",0
"5172",0
"5173",NA
"5174",NA
"5175",0
"5176",0
"5177",0
"5178",NA
"5179",0
"5180",0
"5181",1
"5182",1
"5183",0
"5184",0
"5185",NA
"5186",NA
"5187",0
"5188",0
"5189",0
"5190",0
"5191",0
"5192",0
"5193",0
"5194",0
"5195",1
"5196",0
"5197",0
"5198",0
"5199",1
"5200",0
"5201",1
"5202",1
"5203",0
"5204",1
"5205",0
"5206",0
"5207",1
"5208",0
"5209",0
"5210",0
"5211",0
"5212",0
"5213",1
"5214",0
"5215",0
"5216",1
"5217",0
"5218",0
"5219",0
"5220",0
"5221",0
"5222",0
"5223",0
"5224",0
"5225",0
"5226",1
"5227",1
"5228",0
"5229",0
"5230",0
"5231",0
"5232",1
"5233",0
"5234",0
"5235",0
"5236",0
"5237",0
"5238",0
"5239",1
"5240",0
"5241",0
"5242",NA
"5243",NA
"5244",1
"5245",0
"5246",0
"5247",NA
"5248",0
"5249",0
"5250",0
"5251",0
"5252",0
"5253",0
"5254",0
"5255",0
"5256",NA
"5257",NA
"5258",NA
"5259",0
"5260",0
"5261",NA
"5262",0
"5263",0
"5264",0
"5265",0
"5266",0
"5267",0
"5268",0
"5269",0
"5270",0
"5271",NA
"5272",0
"5273",1
"5274",0
"5275",0
"5276",0
"5277",0
"5278",0
"5279",NA
"5280",0
"5281",0
"5282",0
"5283",0
"5284",0
"5285",0
"5286",0
"5287",0
"5288",0
"5289",0
"5290",0
"5291",1
"5292",NA
"5293",0
"5294",0
"5295",0
"5296",0
"5297",1
"5298",1
"5299",0
"5300",0
"5301",0
"5302",0
"5303",0
"5304",0
"5305",0
"5306",0
"5307",0
"5308",0
"5309",0
"5310",1
"5311",0
"5312",0
"5313",0
"5314",0
"5315",0
"5316",0
"5317",0
"5318",0
"5319",1
"5320",0
"5321",NA
"5322",0
"5323",0
"5324",0
"5325",0
"5326",0
"5327",0
"5328",0
"5329",0
"5330",0
"5331",0
"5332",1
"5333",0
"5334",1
"5335",0
"5336",0
"5337",0
"5338",0
"5339",0
"5340",0
"5341",0
"5342",0
"5343",0
"5344",1
"5345",0
"5346",0
"5347",0
"5348",0
"5349",0
"5350",0
"5351",0
"5352",1
"5353",NA
"5354",0
"5355",NA
"5356",0
"5357",0
"5358",0
"5359",0
"5360",0
"5361",0
"5362",0
"5363",1
"5364",0
"5365",0
"5366",0
"5367",0
"5368",0
"5369",0
"5370",NA
"5371",0
"5372",0
"5373",0
"5374",0
"5375",0
"5376",0
"5377",0
"5378",1
"5379",1
"5380",1
"5381",0
"5382",0
"5383",1
"5384",0
"5385",0
"5386",0
"5387",0
"5388",1
"5389",0
"5390",1
"5391",0
"5392",0
"5393",0
"5394",0
"5395",0
"5396",0
"5397",0
"5398",0
"5399",0
"5400",0
"5401",0
"5402",0
"5403",0
"5404",0
"5405",0
"5406",0
"5407",0
"5408",0
"5409",0
"5410",0
"5411",1
"5412",0
"5413",0
"5414",0
"5415",0
"5416",0
"5417",0
"5418",0
"5419",0
"5420",0
"5421",1
"5422",1
"5423",0
"5424",0
"5425",0
"5426",0
"5427",NA
"5428",0
"5429",0
"5430",0
"5431",0
"5432",0
"5433",1
"5434",0
"5435",0
"5436",1
"5437",NA
"5438",0
"5439",0
"5440",0
"5441",0
"5442",0
"5443",0
"5444",0
"5445",0
"5446",0
"5447",0
"5448",0
"5449",1
"5450",1
"5451",1
"5452",0
"5453",0
"5454",0
"5455",0
"5456",NA
"5457",0
"5458",0
"5459",NA
"5460",NA
"5461",0
"5462",0
"5463",0
"5464",1
"5465",1
"5466",0
"5467",0
"5468",0
"5469",NA
"5470",NA
"5471",0
"5472",1
"5473",0
"5474",0
"5475",0
"5476",1
"5477",0
"5478",0
"5479",0
"5480",0
"5481",0
"5482",0
"5483",1
"5484",1
"5485",1
"5486",0
"5487",0
"5488",0
"5489",0
"5490",0
"5491",0
"5492",0
"5493",0
"5494",0
"5495",0
"5496",0
"5497",0
"5498",0
"5499",NA
"5500",NA
"5501",NA
"5502",0
"5503",0
"5504",0
"5505",NA
"5506",0
"5507",0
"5508",NA
"5509",1
"5510",NA
"5511",0
"5512",0
"5513",0
"5514",0
"5515",1
"5516",0
"5517",0
"5518",0
"5519",0
"5520",0
"5521",0
"5522",0
"5523",0
"5524",0
"5525",0
"5526",0
"5527",0
"5528",0
"5529",0
"5530",0
"5531",0
"5532",0
"5533",0
"5534",0
"5535",0
"5536",0
"5537",0
"5538",0
"5539",0
"5540",1
"5541",0
"5542",0
"5543",1
"5544",0
"5545",0
"5546",0
"5547",1
"5548",0
"5549",0
"5550",0
"5551",0
"5552",0
"5553",NA
"5554",0
"5555",NA
"5556",NA
"5557",0
"5558",1
"5559",0
"5560",0
"5561",0
"5562",0
"5563",0
"5564",0
"5565",NA
"5566",0
"5567",1
"5568",0
"5569",0
"5570",NA
"5571",0
"5572",1
"5573",0
"5574",0
"5575",0
"5576",0
"5577",1
"5578",0
"5579",0
"5580",0
"5581",0
"5582",0
"5583",1
"5584",0
"5585",NA
"5586",1
"5587",NA
"5588",0
"5589",0
"5590",1
"5591",0
"5592",0
"5593",0
"5594",1
"5595",0
"5596",0
"5597",0
"5598",NA
"5599",0
"5600",1
"5601",0
"5602",0
"5603",0
"5604",0
"5605",0
"5606",0
"5607",0
"5608",0
"5609",0
"5610",0
"5611",0
"5612",0
"5613",NA
"5614",0
"5615",0
"5616",0
"5617",1
"5618",0
"5619",0
"5620",0
"5621",0
"5622",0
"5623",0
"5624",0
"5625",0
"5626",0
"5627",1
"5628",1
"5629",0
"5630",0
"5631",0
"5632",0
"5633",0
"5634",0
"5635",0
"5636",0
"5637",NA
"5638",0
"5639",1
"5640",0
"5641",0
"5642",0
"5643",0
"5644",1
"5645",0
"5646",0
"5647",0
"5648",1
"5649",0
"5650",0
"5651",0
"5652",0
"5653",1
"5654",0
"5655",0
"5656",1
"5657",0
"5658",1
"5659",0
"5660",1
"5661",0
"5662",0
"5663",0
"5664",0
"5665",0
"5666",0
"5667",0
"5668",0
"5669",0
"5670",0
"5671",0
"5672",0
"5673",0
"5674",0
"5675",1
"5676",0
"5677",1
"5678",0
"5679",0
"5680",0
"5681",0
"5682",0
"5683",0
"5684",0
"5685",1
"5686",0
"5687",0
"5688",0
"5689",NA
"5690",0
"5691",0
"5692",1
"5693",1
"5694",0
"5695",0
"5696",0
"5697",NA
"5698",0
"5699",0
"5700",0
"5701",0
"5702",0
"5703",0
"5704",0
"5705",1
"5706",0
"5707",0
"5708",0
"5709",0
"5710",0
"5711",NA
"5712",0
"5713",0
"5714",0
"5715",0
"5716",0
"5717",0
"5718",0
"5719",0
"5720",0
"5721",0
"5722",0
"5723",0
"5724",0
"5725",0
"5726",1
"5727",0
"5728",0
"5729",0
"5730",0
"5731",0
"5732",0
"5733",0
"5734",0
"5735",0
"5736",0
"5737",0
"5738",0
"5739",1
"5740",0
"5741",0
"5742",1
"5743",0
"5744",0
"5745",0
"5746",1
"5747",0
"5748",0
"5749",0
"5750",0
"5751",0
"5752",0
"5753",0
"5754",0
"5755",0
"5756",0
"5757",0
"5758",1
"5759",0
"5760",0
"5761",0
"5762",NA
"5763",0
"5764",0
"5765",0
"5766",0
"5767",0
"5768",0
"5769",0
"5770",0
"5771",0
"5772",0
"5773",0
"5774",NA
"5775",1
"5776",0
"5777",0
"5778",NA
"5779",0
"5780",0
"5781",0
"5782",0
"5783",0
"5784",0
"5785",0
"5786",0
"5787",0
"5788",0
"5789",0
"5790",NA
"5791",1
"5792",0
"5793",0
"5794",NA
"5795",0
"5796",0
"5797",0
"5798",0
"5799",0
"5800",0
"5801",0
"5802",0
"5803",1
"5804",0
"5805",1
"5806",0
"5807",0
"5808",0
"5809",0
"5810",0
"5811",1
"5812",0
"5813",0
"5814",0
"5815",1
"5816",0
"5817",1
"5818",0
"5819",0
"5820",0
"5821",0
"5822",0
"5823",NA
"5824",1
"5825",0
"5826",0
"5827",0
"5828",0
"5829",0
"5830",0
"5831",0
"5832",0
"5833",1
"5834",0
"5835",0
"5836",0
"5837",0
"5838",1
"5839",0
"5840",0
"5841",0
"5842",1
"5843",0
"5844",0
"5845",0
"5846",0
"5847",0
"5848",0
"5849",0
"5850",0
"5851",0
"5852",0
"5853",0
"5854",0
"5855",0
"5856",0
"5857",1
"5858",NA
"5859",0
"5860",0
"5861",0
"5862",0
"5863",0
"5864",0
"5865",NA
"5866",0
"5867",NA
"5868",1
"5869",0
"5870",0
"5871",1
"5872",0
"5873",0
"5874",0
"5875",0
"5876",0
"5877",0
"5878",NA
"5879",0
"5880",0
"5881",0
"5882",1
"5883",0
"5884",0
"5885",0
"5886",0
"5887",1
"5888",0
"5889",1
"5890",0
"5891",0
"5892",0
"5893",0
"5894",0
"5895",0
"5896",0
"5897",0
"5898",NA
"5899",0
"5900",0
"5901",0
"5902",0
"5903",0
"5904",0
"5905",0
"5906",NA
"5907",0
"5908",0
"5909",0
"5910",1
"5911",0
"5912",0
"5913",0
"5914",0
"5915",0
"5916",0
"5917",0
"5918",0
"5919",0
"5920",0
"5921",NA
"5922",0
"5923",0
"5924",0
"5925",NA
"5926",0
"5927",1
"5928",1
"5929",0
"5930",0
"5931",1
"5932",0
"5933",0
"5934",NA
"5935",NA
"5936",NA
"5937",NA
"5938",0
"5939",0
"5940",0
"5941",0
"5942",0
"5943",0
"5944",0
"5945",0
"5946",0
"5947",0
"5948",NA
"5949",0
"5950",0
"5951",0
"5952",0
"5953",0
"5954",0
"5955",0
"5956",0
"5957",0
"5958",NA
"5959",0
"5960",NA
"5961",NA
"5962",NA
"5963",0
"5964",0
"5965",NA
"5966",NA
"5967",NA
"5968",0
"5969",1
"5970",0
"5971",1
"5972",1
"5973",0
"5974",0
"5975",NA
"5976",NA
"5977",0
"5978",0
"5979",0
"5980",0
"5981",0
"5982",0
"5983",0
"5984",0
"5985",0
"5986",1
"5987",1
"5988",0
"5989",0
"5990",0
"5991",0
"5992",1
"5993",0
"5994",1
"5995",0
"5996",NA
"5997",NA
"5998",0
"5999",0
"6000",0
"6001",0
"6002",0
"6003",0
"6004",0
"6005",0
"6006",0
"6007",1
"6008",0
"6009",0
"6010",0
"6011",0
"6012",NA
"6013",0
"6014",NA
"6015",NA
"6016",NA
"6017",0
"6018",NA
"6019",0
"6020",0
"6021",1
"6022",0
"6023",0
"6024",0
"6025",NA
"6026",1
"6027",NA
"6028",1
"6029",0
"6030",NA
"6031",NA
"6032",1
"6033",0
"6034",NA
"6035",0
"6036",0
"6037",1
"6038",0
"6039",1
"6040",1
"6041",0
"6042",1
"6043",0
"6044",0
"6045",1
"6046",1
"6047",0
"6048",0
"6049",0
"6050",0
"6051",0
"6052",0
"6053",0
"6054",0
"6055",1
"6056",1
"6057",0
"6058",1
"6059",0
"6060",0
"6061",0
"6062",0
"6063",0
"6064",0
"6065",0
"6066",0
"6067",0
"6068",0
"6069",1
"6070",0
"6071",0
"6072",0
"6073",0
"6074",0
"6075",1
"6076",NA
"6077",0
"6078",0
"6079",0
"6080",NA
"6081",0
"6082",NA
"6083",0
"6084",1
"6085",NA
"6086",0
"6087",0
"6088",0
"6089",0
"6090",0
"6091",1
"6092",0
"6093",0
"6094",0
"6095",0
"6096",0
"6097",0
"6098",0
"6099",0
"6100",0
"6101",0
"6102",0
"6103",0
"6104",0
"6105",0
"6106",0
"6107",0
"6108",1
"6109",0
"6110",0
"6111",1
"6112",NA
"6113",0
"6114",0
"6115",0
"6116",NA
"6117",0
"6118",0
"6119",1
"6120",0
"6121",NA
"6122",NA
"6123",0
"6124",0
"6125",0
"6126",NA
"6127",NA
"6128",NA
"6129",0
"6130",0
"6131",0
"6132",0
"6133",0
"6134",0
"6135",0
"6136",0
"6137",1
"6138",NA
"6139",0
"6140",0
"6141",0
"6142",NA
"6143",NA
"6144",0
"6145",NA
"6146",NA
"6147",NA
"6148",NA
"6149",NA
"6150",NA
"6151",NA
"6152",NA
"6153",NA
"6154",NA
"6155",NA
"6156",0
"6157",0
"6158",NA
"6159",NA
"6160",NA
"6161",0
"6162",0
"6163",NA
"6164",NA
"6165",0
"6166",NA
"6167",NA
"6168",NA
"6169",NA
"6170",NA
"6171",0
"6172",0
"6173",NA
"6174",0
"6175",0
"6176",NA
"6177",0
"6178",NA
"6179",0
"6180",0
"6181",1
"6182",0
"6183",0
"6184",0
"6185",0
"6186",0
"6187",0
"6188",1
"6189",0
"6190",0
"6191",NA
"6192",0
"6193",0
"6194",NA
"6195",NA
"6196",NA
"6197",NA
"6198",NA
"6199",0
"6200",0
"6201",NA
"6202",1
"6203",NA
"6204",0
"6205",NA
"6206",NA
"6207",0
"6208",NA
"6209",0
"6210",NA
"6211",NA
"6212",0
"6213",0
"6214",0
"6215",1
"6216",0
"6217",NA
"6218",1
"6219",NA
"6220",0
"6221",0
"6222",0
"6223",0
"6224",0
"6225",0
"6226",0
"6227",NA
"6228",NA
"6229",NA
"6230",NA
"6231",NA
"6232",0
"6233",0
"6234",0
"6235",0
"6236",0
"6237",0
"6238",1
"6239",0
"6240",1
"6241",NA
"6242",NA
"6243",1
"6244",0
"6245",0
"6246",NA
"6247",NA
"6248",NA
"6249",0
"6250",0
"6251",0
"6252",0
"6253",NA
"6254",0
"6255",0
"6256",0
"6257",NA
"6258",0
"6259",0
"6260",0
"6261",1
"6262",0
"6263",1
"6264",0
"6265",0
"6266",0
"6267",0
"6268",0
"6269",1
"6270",0
"6271",1
"6272",0
"6273",0
"6274",1
"6275",0
"6276",NA
"6277",0
"6278",0
"6279",0
"6280",0
"6281",0
"6282",1
"6283",0
"6284",0
"6285",0
"6286",0
"6287",0
"6288",0
"6289",0
"6290",0
"6291",0
"6292",0
"6293",0
"6294",0
"6295",1
"6296",0
"6297",0
"6298",0
"6299",0
"6300",0
"6301",0
"6302",0
"6303",0
"6304",0
"6305",1
"6306",1
"6307",1
"6308",0
"6309",0
"6310",0
"6311",0
"6312",0
"6313",0
"6314",0
"6315",0
"6316",0
"6317",0
"6318",0
"6319",0
"6320",1
"6321",0
"6322",0
"6323",0
"6324",0
"6325",0
"6326",0
"6327",NA
"6328",0
"6329",0
"6330",0
"6331",0
"6332",0
"6333",0
"6334",1
"6335",0
"6336",0
"6337",0
"6338",0
"6339",0
"6340",NA
"6341",0
"6342",0
"6343",0
"6344",NA
"6345",NA
"6346",0
"6347",0
"6348",0
"6349",0
"6350",NA
"6351",0
"6352",0
"6353",1
"6354",0
"6355",0
"6356",0
"6357",0
"6358",1
"6359",1
"6360",0
"6361",NA
"6362",0
"6363",0
"6364",0
"6365",0
"6366",0
"6367",0
"6368",0
"6369",0
"6370",0
"6371",0
"6372",0
"6373",1
"6374",NA
"6375",0
"6376",0
"6377",0
"6378",0
"6379",NA
"6380",0
"6381",0
"6382",0
"6383",0
"6384",0
"6385",NA
"6386",0
"6387",0
"6388",0
"6389",1
"6390",1
"6391",0
"6392",1
"6393",1
"6394",1
"6395",0
"6396",0
"6397",1
"6398",0
"6399",0
"6400",0
"6401",0
"6402",0
"6403",0
"6404",0
"6405",0
"6406",0
"6407",0
"6408",0
"6409",0
"6410",0
"6411",0
"6412",0
"6413",1
"6414",0
"6415",1
"6416",1
"6417",NA
"6418",0
"6419",1
"6420",1
"6421",0
"6422",0
"6423",0
"6424",0
"6425",0
"6426",NA
"6427",0
"6428",0
"6429",0
"6430",0
"6431",0
"6432",0
"6433",0
"6434",1
"6435",0
"6436",0
"6437",0
"6438",0
"6439",0
"6440",0
"6441",0
"6442",1
"6443",0
"6444",0
"6445",1
"6446",0
"6447",0
"6448",1
"6449",0
"6450",0
"6451",0
"6452",0
"6453",0
"6454",0
"6455",0
"6456",0
"6457",0
"6458",0
"6459",0
"6460",0
"6461",0
"6462",0
"6463",0
"6464",0
"6465",0
"6466",0
"6467",0
"6468",0
"6469",0
"6470",0
"6471",1
"6472",0
"6473",0
"6474",0
"6475",0
"6476",0
"6477",0
"6478",NA
"6479",0
"6480",1
"6481",0
"6482",0
"6483",0
"6484",0
"6485",0
"6486",0
"6487",0
"6488",1
"6489",1
"6490",0
"6491",1
"6492",0
"6493",0
"6494",0
"6495",1
"6496",0
"6497",1
"6498",0
"6499",1
"6500",0
"6501",0
"6502",0
"6503",1
"6504",1
"6505",0
"6506",0
"6507",1
"6508",NA
"6509",0
"6510",0
"6511",0
"6512",0
"6513",0
"6514",0
"6515",0
"6516",0
"6517",0
"6518",0
"6519",1
"6520",0
"6521",0
"6522",0
"6523",0
"6524",0
"6525",0
"6526",0
"6527",0
"6528",0
"6529",1
"6530",1
"6531",0
"6532",0
"6533",0
"6534",0
"6535",NA
"6536",1
"6537",0
"6538",NA
"6539",0
"6540",0
"6541",0
"6542",0
"6543",0
"6544",0
"6545",1
"6546",0
"6547",0
"6548",0
"6549",0
"6550",0
"6551",0
"6552",0
"6553",1
"6554",0
"6555",0
"6556",1
"6557",0
"6558",0
"6559",0
"6560",0
"6561",0
"6562",NA
"6563",NA
"6564",NA
"6565",NA
"6566",NA
"6567",NA
"6568",NA
"6569",NA
"6570",NA
"6571",NA
"6572",NA
"6573",NA
"6574",NA
"6575",NA
"6576",NA
"6577",NA
"6578",NA
"6579",0
"6580",0
"6581",NA
"6582",NA
"6583",NA
"6584",NA
"6585",NA
"6586",NA
"6587",NA
"6588",0
"6589",NA
"6590",NA
"6591",NA
"6592",0
"6593",1
"6594",NA
"6595",NA
"6596",NA
"6597",0
"6598",NA
"6599",NA
"6600",NA
"6601",0
"6602",NA
"6603",NA
"6604",NA
"6605",NA
"6606",NA
"6607",NA
"6608",0
"6609",NA
"6610",NA
"6611",0
"6612",NA
"6613",0
"6614",0
"6615",NA
"6616",NA
"6617",NA
"6618",NA
"6619",NA
"6620",NA
"6621",0
"6622",0
"6623",1
"6624",0
"6625",0
"6626",0
"6627",0
"6628",0
"6629",0
"6630",1
"6631",1
"6632",1
"6633",0
"6634",0
"6635",0
"6636",0
"6637",0
"6638",0
"6639",0
"6640",0
"6641",0
"6642",0
"6643",1
"6644",0
"6645",0
"6646",0
"6647",1
"6648",0
"6649",0
"6650",0
"6651",0
"6652",1
"6653",1
"6654",0
"6655",0
"6656",0
"6657",NA
"6658",0
"6659",0
"6660",0
"6661",0
"6662",0
"6663",1
"6664",0
"6665",0
"6666",1
"6667",0
"6668",0
"6669",0
"6670",1
"6671",1
"6672",0
"6673",0
"6674",0
"6675",0
"6676",1
"6677",1
"6678",0
"6679",0
"6680",0
"6681",0
"6682",0
"6683",0
"6684",0
"6685",0
"6686",0
"6687",0
"6688",0
"6689",0
"6690",0
"6691",1
"6692",0
"6693",1
"6694",0
"6695",0
"6696",0
"6697",1
"6698",0
"6699",0
"6700",0
"6701",0
"6702",0
"6703",0
"6704",0
"6705",0
"6706",0
"6707",0
"6708",0
"6709",0
"6710",0
"6711",0
"6712",0
"6713",0
"6714",1
"6715",0
"6716",NA
"6717",0
"6718",0
"6719",0
"6720",0
"6721",0
"6722",0
"6723",0
"6724",0
"6725",1
"6726",0
"6727",0
"6728",0
"6729",0
"6730",1
"6731",0
"6732",0
"6733",0
"6734",0
"6735",1
"6736",0
"6737",0
"6738",0
"6739",0
"6740",0
"6741",0
"6742",1
"6743",0
"6744",0
"6745",0
"6746",0
"6747",0
"6748",0
"6749",0
"6750",0
"6751",0
"6752",0
"6753",1
"6754",1
"6755",0
"6756",0
"6757",0
"6758",0
"6759",1
"6760",0
"6761",0
"6762",0
"6763",0
"6764",0
"6765",0
"6766",0
"6767",0
"6768",1
"6769",0
"6770",0
"6771",NA
"6772",0
"6773",0
"6774",0
"6775",0
"6776",0
"6777",0
"6778",0
"6779",NA
"6780",NA
"6781",NA
"6782",0
"6783",0
"6784",0
"6785",0
"6786",NA
"6787",0
"6788",0
"6789",NA
"6790",0
"6791",0
"6792",0
"6793",0
"6794",0
"6795",0
"6796",1
"6797",0
"6798",0
"6799",0
"6800",1
"6801",0
"6802",0
"6803",0
"6804",1
"6805",0
"6806",0
"6807",1
"6808",0
"6809",1
"6810",0
"6811",0
"6812",0
"6813",0
"6814",0
"6815",0
"6816",0
"6817",1
"6818",0
"6819",0
"6820",1
"6821",0
"6822",0
"6823",0
"6824",0
"6825",0
"6826",0
"6827",NA
"6828",0
"6829",0
"6830",0
"6831",0
"6832",0
"6833",0
"6834",0
"6835",0
"6836",1
"6837",0
"6838",0
"6839",0
"6840",0
"6841",1
"6842",0
"6843",0
"6844",0
"6845",0
"6846",1
"6847",0
"6848",0
"6849",1
"6850",0
"6851",0
"6852",NA
"6853",1
"6854",0
"6855",0
"6856",1
"6857",0
"6858",0
"6859",1
"6860",0
"6861",1
"6862",1
"6863",1
"6864",0
"6865",NA
"6866",0
"6867",1
"6868",0
"6869",0
"6870",0
"6871",0
"6872",1
"6873",0
"6874",0
"6875",0
"6876",0
"6877",1
"6878",0
"6879",0
"6880",NA
"6881",0
"6882",0
"6883",0
"6884",0
"6885",0
"6886",0
"6887",1
"6888",0
"6889",0
"6890",1
"6891",0
"6892",1
"6893",0
"6894",0
"6895",0
"6896",0
"6897",0
"6898",0
"6899",0
"6900",0
"6901",1
"6902",0
"6903",0
"6904",0
"6905",0
"6906",0
"6907",0
"6908",0
"6909",0
"6910",0
"6911",0
"6912",0
"6913",NA
"6914",0
"6915",0
"6916",0
"6917",0
"6918",0
"6919",NA
"6920",0
"6921",0
"6922",0
"6923",1
"6924",1
"6925",0
"6926",0
"6927",0
"6928",0
"6929",0
"6930",0
"6931",0
"6932",0
"6933",1
"6934",1
"6935",0
"6936",0
"6937",0
"6938",0
"6939",0
"6940",NA
"6941",0
"6942",0
"6943",0
"6944",0
"6945",0
"6946",1
"6947",0
"6948",1
"6949",0
"6950",0
"6951",0
"6952",1
"6953",1
"6954",1
"6955",0
"6956",0
"6957",0
"6958",0
"6959",0
"6960",NA
"6961",0
"6962",0
"6963",0
"6964",0
"6965",0
"6966",0
"6967",0
"6968",NA
"6969",1
"6970",1
"6971",0
"6972",0
"6973",0
"6974",0
"6975",1
"6976",0
"6977",0
"6978",NA
"6979",NA
"6980",0
"6981",0
"6982",NA
"6983",1
"6984",0
"6985",NA
"6986",0
"6987",0
"6988",0
"6989",0
"6990",1
"6991",0
"6992",0
"6993",1
"6994",0
"6995",0
"6996",0
"6997",0
"6998",0
"6999",0
"7000",1
"7001",0
"7002",0
"7003",NA
"7004",0
"7005",NA
"7006",0
"7007",NA
"7008",NA
"7009",NA
"7010",0
"7011",0
"7012",0
"7013",0
"7014",0
"7015",0
"7016",0
"7017",0
"7018",0
"7019",0
"7020",0
"7021",0
"7022",0
"7023",0
"7024",0
"7025",0
"7026",NA
"7027",0
"7028",0
"7029",0
"7030",0
"7031",0
"7032",0
"7033",1
"7034",0
"7035",0
"7036",0
"7037",0
"7038",NA
"7039",0
"7040",0
"7041",0
"7042",0
"7043",0
"7044",0
"7045",0
"7046",0
"7047",0
"7048",1
"7049",0
"7050",0
"7051",0
"7052",0
"7053",0
"7054",0
"7055",0
"7056",0
"7057",0
"7058",0
"7059",0
"7060",0
"7061",0
"7062",0
"7063",0
"7064",0
"7065",0
"7066",0
"7067",0
"7068",1
"7069",0
"7070",0
"7071",0
"7072",0
"7073",0
"7074",NA
"7075",0
"7076",0
"7077",0
"7078",0
"7079",0
"7080",0
"7081",1
"7082",NA
"7083",0
"7084",NA
"7085",0
"7086",0
"7087",0
"7088",0
"7089",0
"7090",NA
"7091",0
"7092",1
"7093",0
"7094",0
"7095",0
"7096",0
"7097",0
"7098",0
"7099",0
"7100",1
"7101",NA
"7102",0
"7103",0
"7104",0
"7105",NA
"7106",0
"7107",0
"7108",0
"7109",0
"7110",0
"7111",1
"7112",0
"7113",0
"7114",0
"7115",0
"7116",0
"7117",0
"7118",0
"7119",0
"7120",0
"7121",0
"7122",0
"7123",0
"7124",1
"7125",NA
"7126",0
"7127",0
"7128",0
"7129",1
"7130",0
"7131",0
"7132",0
"7133",1
"7134",0
"7135",0
"7136",0
"7137",0
"7138",NA
"7139",0
"7140",0
"7141",0
"7142",0
"7143",NA
"7144",NA
"7145",0
"7146",0
"7147",0
"7148",1
"7149",1
"7150",0
"7151",0
"7152",0
"7153",0
"7154",1
"7155",0
"7156",0
"7157",1
"7158",0
"7159",0
"7160",0
"7161",0
"7162",0
"7163",0
"7164",0
"7165",0
"7166",NA
"7167",0
"7168",NA
"7169",0
"7170",1
"7171",NA
"7172",0
"7173",0
"7174",0
"7175",1
"7176",0
"7177",0
"7178",0
"7179",0
"7180",0
"7181",0
"7182",0
"7183",0
"7184",0
"7185",0
"7186",0
"7187",0
"7188",0
"7189",0
"7190",1
"7191",0
"7192",0
"7193",0
"7194",1
"7195",0
"7196",0
"7197",0
"7198",1
"7199",1
"7200",0
"7201",0
"7202",1
"7203",1
"7204",0
"7205",1
"7206",0
"7207",NA
"7208",0
"7209",1
"7210",0
"7211",0
"7212",0
"7213",1
"7214",0
"7215",0
"7216",1
"7217",0
"7218",0
"7219",0
"7220",0
"7221",0
"7222",0
"7223",0
"7224",0
"7225",0
"7226",0
"7227",1
"7228",0
"7229",0
"7230",0
"7231",0
"7232",0
"7233",NA
"7234",0
"7235",0
"7236",0
"7237",0
"7238",0
"7239",0
"7240",0
"7241",1
"7242",0
"7243",0
"7244",0
"7245",0
"7246",0
"7247",0
"7248",0
"7249",0
"7250",0
"7251",0
"7252",0
"7253",0
"7254",0
"7255",0
"7256",0
"7257",0
"7258",0
"7259",0
"7260",0
"7261",0
"7262",0
"7263",0
"7264",NA
"7265",1
"7266",0
"7267",0
"7268",0
"7269",0
"7270",1
"7271",0
"7272",0
"7273",0
"7274",0
"7275",0
"7276",0
"7277",0
"7278",0
"7279",0
"7280",0
"7281",1
"7282",0
"7283",0
"7284",1
"7285",0
"7286",0
"7287",0
"7288",0
"7289",0
"7290",0
"7291",0
"7292",0
"7293",0
"7294",0
"7295",0
"7296",0
"7297",0
"7298",0
"7299",0
"7300",0
"7301",1
"7302",0
"7303",0
"7304",0
"7305",0
"7306",0
"7307",0
"7308",0
"7309",0
"7310",1
"7311",NA
"7312",0
"7313",0
"7314",1
"7315",0
"7316",0
"7317",0
"7318",0
"7319",0
"7320",0
"7321",0
"7322",0
"7323",0
"7324",0
"7325",0
"7326",0
"7327",0
"7328",0
"7329",0
"7330",0
"7331",0
"7332",0
"7333",0
"7334",0
"7335",NA
"7336",0
"7337",0
"7338",0
"7339",0
"7340",0
"7341",0
"7342",0
"7343",0
"7344",0
"7345",0
"7346",0
"7347",0
"7348",1
"7349",0
"7350",0
"7351",0
"7352",1
"7353",NA
"7354",0
"7355",0
"7356",0
"7357",0
"7358",0
"7359",0
"7360",0
"7361",0
"7362",0
"7363",0
"7364",0
"7365",0
"7366",0
"7367",1
"7368",1
"7369",0
"7370",1
"7371",0
"7372",0
"7373",0
